Knee_Angle,Foot_Velocity,Stride_Length,Swing_Time,Stance_Time
-49.35975490196065,0.0,0,0,0
-98.87,0.0,0,0,0
-164.44,0.0,0,0,0
-130.94,0.0,0,0,0
-112.0,0.0,0,0,0
145.37,0.0,0,0,0
154.37,0.0,0,0,0
-121.81,0.0,0,0,0
-91.37,0.0,0,0,0
151.75,0.0,0,0,0
158.5,0.0,0,0,0
-155.19,0.0,0,0,0
-103.37,0.0,0,0,0
173.0,0.0,0,0,0
170.31,0.0,0,0,0
-167.5,0.0,0,0,0
-108.62,0.0,0,0,0
170.69,0.0,0,0,0
165.37,0.0,0,0,0
-176.5,0.0,0,0,0
-161.25,0.0,0,0,0
150.12,0.0,0,0,0
-175.37,-0.0005041860465116279,-0.0043360000000000004,0,0
-167.62,-0.0020761020881670533,-0.013600334883720932,0,0
141.25,-0.0014898148148148147,0.004817576949225704,0,0
169.62,0.00018937644341801403,0.014186391764040518,0,0
-145.81,0.0013115207373271894,0.00943354187951396,0,0
-169.19,-0.001708505747126436,-0.026453536461499866,0,0
154.94,-0.006673394495412843,-0.043670216921269975,0,0
167.62,-0.011558810068649885,-0.043708088480903004,0,0
-173.94,-0.016258447488584474,-0.043200793286395,0,0
158.62,-0.023563553530751707,-0.06756546908548176,0,0
162.87,-0.03277454545454545,-0.0865145533679419,0.15680380000000227,0
178.19,-0.04358458049886622,-0.10360851700430553,0.3296367000000018,0
-168.94,-0.056339366515837104,-0.12471928344421482,0,0
165.905,-0.08318738738738739,-0.13286400742611526,0,0
-165.56,-0.09546426966292135,-0.13543899841710624,0,0
-48.75,-0.10798385650224215,-0.14573213999013995,0,0
-64.56,-0.10774228187919463,0,0,0.8660496000000002
-56.9525,-0.11137383592017738,-0.04061245637583893,0,0.8660496000000002
-55.2675,-0.1167578021978022,-0.0491112235598744,0,0.8660496000000002
-54.1875,-0.11135511982570806,-0.05459078399943485,0,0.8660496000000002
-53.29,-0.10452586206896551,-0.0819880127576048,0,0.8660496000000002
-58.44,-0.10354064516129033,-0.09519008172312203,0,0.8660496000000002
-59.88,-0.10287982832618026,-0.10645733333602525,0,0.8660496000000002
-77.25,-0.10272633832976445,-0.11939971960211967,0,0.8660496000000002
-108.19,-0.1034888888888889,-0.13618582666850085,0,0.8660496000000002
-148.5,-0.10475991471215353,-0.14926493777961194,0,0.8660496000000002
129.53,-0.1045715498938429,-0.01130079317697228,0,2.5334474999999976
157.25,-0.10316694915254239,-0.005578517168479712,0,2.5334474999999976
178.25,-0.09974883720930235,0.005272126899316897,0,2.5334474999999976
-150.595,-0.09129684210526319,0.0016382664342006162,0,2.5334474999999976
157.87,-0.09138067226890759,-0.006275873684210528,0,3.1893147999999982
167.06,-0.09132997903563944,-0.004999226890756304,0,3.346649199999998
-118.19,-0.09131213389121341,-0.0053091991614255775,0,3.5034046999999973
-131.87,-0.09181711899791234,-0.01762216987272265,0,3.5034046999999973
-137.31,-0.09311018711018715,-0.03158422415247213,0,3.5034046999999973
-125.5,-0.09394273858921165,-0.039313039121287106,0,3.5034046999999973
-127.62,-0.09524968944099382,-0.05144445820842404,0,3.5034046999999973
-131.56,-0.09686859504132234,-0.062136433363703544,0,3.5034046999999973
-127.69,-0.09887587628865982,-0.07371792096700933,0,3.5034046999999973
-127.5,-0.09867242798353912,0,0,3.6753737000000015
-131.075,-0.09440000000000003,-0.009670485596707823,0,3.6753737000000015
-138.75,-0.0928553971486762,-0.014006485596707826,0,3.6753737000000015
-135.62,-0.09095121951219515,-0.017834917368601922,0,3.6753737000000015
-132.87,-0.09072860040567954,-0.003262048780487806,0,5.182324999999999
-144.19,-0.08965414141414144,-0.01196548082916935,0,5.182324999999999
-124.62,-0.08892903225806453,-0.016297812142300663,0,5.182324999999999
-138.5,-0.08764748490945676,-0.017852134722945827,0,5.182324999999999
-146.81,-0.08747148594377512,0,0,6.0444034
-151.12,-0.08741883767535072,-0.00822171887550201,0,6.0444034
-152.37,-0.08768160000000001,-0.01836722588953007,0,6.0444034
-155.59,-0.09066693227091635,-0.04351301788953007,0,6.0444034
-158.25,-0.09251530815109346,-0.05217437247120338,0,6.0444034
-154.62,-0.09381666666666669,-0.05413559712329086,0,6.0444034
-157.31,-0.09459960396039604,-0.05645693045662419,0,6.0444034
-157.16199999999998,-0.09467058823529415,-0.01797593663366337,0,7.2435575999999955
-159.875,-0.09403203125000002,-0.005917647058823533,0,7.426575
-157.85333333333332,-0.09349669902912623,-0.011747843750000004,0,7.600611399999998
-157.45666666666668,-0.09067490347490349,0.0008363961165048514,0,7.788956999999996
-158.31,-0.08912061657032756,-0.0041535961614874274,0,7.788956999999996
-156.19,-0.08894923076923078,0,0,8.149027400000001
