-0.084,0.14
0.0059999999999999915,-0.15
-0.06000000000000001,0.11
-0.22200000000000003,0.27
-0.33,0.18
-1.218,1.48
-7.481999999999999,10.44
0.0,0.05
-2.334,3.89
0.0,-0.05
-2.316,3.86
-2.622,0.51
-2.472,-0.25
-5.1419999999999995,4.45
0.0,0.09
0.0,0.06
0.0,0.04
0.0,-0.04
0.0,0.05
8.184,-13.64
7.584,1.0
15.941999999999998,-13.93
15.617999999999999,0.54
20.868,-8.75
20.598,0.45
25.584,-8.31
26.634,-1.75
27.342,-1.18
0.0,-0.05
-0.09,0.15
-1.758,2.78
-0.006000000000000005,-2.92
-0.17400000000000002,0.28
5.441999999999999,-9.36
5.64,-0.33
9.078,-5.73
9.479999999999999,-0.67
11.994,-4.19
11.874,0.2
13.83,-3.26
0.0,-0.09
-2.142,3.57
-2.268,0.21
9.342000000000002,-19.35
14.796000000000003,-9.09
14.964000000000002,-0.28
15.648000000000001,-1.14
15.750000000000002,-0.17
15.582000000000003,0.28
20.208000000000002,-7.71
0.0,-0.09
-0.066,0.11
0.0,0.0
0.0,0.04
0.0,0.04
0.0,0.05
0.0,0.05
0.0,0.04
